Person,Current Age,Retirement Age,Birth Year,Birth Month,Gender,Address ,City,State,Zipcode,Latitude,Longitude,Per Capita Income - Zipcode,Yearly Income - Person,Total Debt,FICO Score,Num Credit Cards
Roy Martinez,32,64,1987,7,Male,2783 Washington Avenue Apt. 2,East Northport,NY,11731,40.87,-73.32,"$33,338 ","$67,976 ","$105,337 ",747,3
Madeline El-Mafouk,27,65,1993,2,Female,711 Norfolk Drive Apt. 7,Wellsville,OH,43968,40.6,-80.65,"$16,314 ","$33,266 ",$0 ,693,5
Tessa Baker,25,60,1994,5,Female,4386 El Camino Boulevard,Jacksonville,FL,32218,30.33,-81.65,"$19,382 ","$39,520 ","$61,310 ",595,2
Jamal Brooks,27,65,1992,3,Male,900 Norfolk Avenue Apt. 10,Greenwood,IN,46143,39.61,-86.11,"$25,773 ","$52,550 ","$140,825 ",710,1
Dallas Fernandez,51,62,1968,3,Female,54870 Lexington Drive Apt. 6,Miami,FL,33134,25.77,-80.2,"$31,625 ","$64,481 ","$114,394 ",627,5
Aubrie Roman,55,67,1964,3,Female,1442 Mill Avenue Apt. 2,Fayetteville,NC,28314,35.05,-78.87,"$17,789 ","$36,270 ","$73,779 ",769,5
Jaxon Russell,31,57,1989,2,Male,35 Rose Boulevard,San Jose,CA,95131,37.38,-121.9,"$37,677 ","$76,820 ","$159,137 ",819,2
Jacoby Long,65,62,1954,5,Male,3216 Ninth Drive,Wichita,KS,67212,37.68,-97.34,"$22,638 ","$49,817 ","$26,928 ",600,2
Nicole Macron,67,71,1952,8,Female,1429 Summit Drive Apt. 5,Parkville,MD,21234,39.38,-76.55,"$23,096 ","$47,087 ","$92,489 ",820,5
Melany Bailey,66,66,1953,7,Female,330 Martin Luther King Lane,Angier,NC,27501,35.51,-78.73,"$18,340 ","$36,052 ","$6,602 ",767,4
Matias Stewart,29,71,1990,5,Male,4673 Washington Avenue,Selma,AL,36703,32.41,-87.03,"$12,474 ","$25,434 ",$0 ,698,2
Colten Nelson,41,70,1978,9,Male,2397 Madison Avenue,Lyman,SC,29365,34.95,-82.12,"$18,857 ","$38,450 ","$51,430 ",850,1
Noe Gutierrez,38,67,1981,3,Male,909 Eighth Street,Milpitas,CA,95035,37.44,-121.87,"$33,758 ","$68,827 ","$35,669 ",755,2
Reuben Torres,64,63,1956,2,Male,8146 Third Avenue,Katy,TX,77450,29.79,-95.82,$0 ,$399 ,$323 ,729,3
Paxton Carter,71,56,1949,1,Male,793 Norfolk Avenue,Ocala,FL,34476,29.18,-82.13,"$12,992 ","$17,775 ","$11,520 ",746,1
Dimitri Schmidt,64,67,1955,11,Male,28 West Lane,Aurora,IL,60505,41.76,-88.29,"$14,200 ","$28,954 ","$41,461 ",636,2
Sutton Sullivan,83,67,1936,3,Male,308 Second Boulevard,Los Altos,CA,94024,37.34,-122.11,"$76,725 ","$82,009 ","$6,229 ",764,8
Kaleb Price,50,69,1970,2,Male,9190 Sussex Lane,Gresham,OR,97080,45.47,-122.37,"$22,599 ","$46,077 ","$135,862 ",639,3
Romeo Wood,36,65,1983,3,Male,296 Pine Boulevard,Wethersfield,CT,6109,41.7,-72.67,"$28,557 ","$58,225 ","$101,148 ",685,3
Breanna Robinson,20,64,2000,1,Female,6877 Jefferson Drive,Mays Landing,NJ,8330,39.45,-74.72,"$23,298 ","$47,504 ","$65,156 ",706,1
Maya Bennett,58,67,1961,6,Female,91 Jefferson Drive Apt. 514,Bowling Green,KY,42103,36.97,-86.44,"$26,567 ","$54,166 ",$0 ,707,5
Annabel King,54,66,1965,12,Female,294 Bayview Lane Apt. 4,Memphis,TN,38104,35.1,-90,"$28,570 ","$58,248 ","$107,130 ",728,4
Caleb Masvidal,30,70,1989,4,Male,4328 Forest Boulevard,Fort Lauderdale,FL,33316,26.14,-80.13,"$45,143 ","$92,046 ","$6,658 ",681,2
Pedro Gonzalez,53,66,1966,12,Male,153 Wessex Drive,Sarasota,FL,34243,27.33,-82.54,"$19,983 ","$40,745 ","$18,371 ",718,4
Raelyn Carter,71,68,1948,7,Female,9854 Park Lane,Burke,VA,22015,38.78,-77.27,"$35,563 ","$87,659 ",$0 ,779,4
Sergio Stewart,29,64,1990,5,Male,5537 Forest Lane,Sacramento,CA,95818,38.55,-121.49,"$31,184 ","$63,583 ","$200,435 ",635,1
Jaxxon Wright,58,66,1962,1,Male,735 Forest Avenue,Alhambra,CA,91803,34.07,-118.14,"$20,059 ","$40,900 ","$64,420 ",678,3
Saanvi Flores,67,67,1952,7,Female,728 Sixth Avenue,Oakfield,NY,14125,43.06,-78.27,"$17,665 ","$43,070 ","$14,135 ",726,4
Malik Scott,54,67,1966,1,Male,41 Grant Drive,Montgomery,AL,36104,32.35,-86.28,"$11,703 ","$23,863 ","$83,430 ",536,2
Rodney King,92,67,1927,6,Male,619 North Avenue,Danville,NH,3819,42.91,-71.12,"$26,541 ","$56,099 ",$933 ,751,6
Lyanna Ajami,32,65,1988,1,Female,219 Federal Street,Dickinson,TX,77539,29.45,-95.06,"$24,217 ","$49,374 ","$108,192 ",706,2
Preston Fu,20,66,1999,7,Male,3404 Main Lane Apt. 82,Cranberry Twp,PA,16066,40.71,-80.1,"$35,188 ","$71,750 ","$117,124 ",697,3
Aria Rogers,20,66,1999,7,Female,75 Third Avenue,West Chester,OH,45069,39.33,-84.4,"$31,920 ","$65,082 ","$88,347 ",850,1
Colton Fox,18,65,2002,1,Male,33 Lafayette Lane Apt. 178,Balch Springs,TX,75180,32.76,-96.59,"$14,245 ","$29,047 ","$36,835 ",786,1
Brody King,43,68,1976,6,Male,125 Plum Drive Apt. 1,Hawthorne,CA,90250,33.91,-118.34,"$19,153 ","$39,052 ","$65,861 ",804,4
Rivka Taylor,94,65,1926,1,Female,4570 Valley Stream Lane Apt. 236,Wauconda,IL,60084,42.26,-88.13,"$28,147 ","$40,787 ","$1,574 ",782,6
Belen Stewart,22,64,1997,12,Female,109 El Camino Avenue,Houston,TX,77093,29.76,-95.38,"$11,219 ","$22,876 ","$36,157 ",685,2
Gabriela Davis,61,60,1958,3,Female,8301 Tenth Drive,Medford,OR,97504,42.33,-122.79,"$18,961 ","$30,359 ","$16,552 ",758,2
Samira Ross,47,66,1972,6,Female,6613 Hill Drive,Williamsburg,KY,40769,36.73,-84.16,"$12,814 ","$26,130 ","$54,290 ",498,1
Barrett Schmidt,59,66,1960,9,Male,910 Eighth Drive,Houston,TX,77056,29.76,-95.38,"$95,039 ","$193,768 ","$150,896 ",686,5
Elian Fernandez,32,67,1987,8,Male,3525 Second Lane,Lynwood,CA,90262,33.92,-118.2,"$13,632 ","$27,795 ","$72,318 ",701,4
Genesis Jones,53,66,1967,2,Female,919 Oak Boulevard,Northport,AL,35476,33.24,-87.59,"$15,540 ","$31,688 ","$66,776 ",605,3
Colt Cook,36,66,1983,8,Male,430 Grant Boulevard,York,NE,68467,40.87,-97.59,"$18,024 ","$36,753 ","$33,657 ",684,4
Alfredo Cruz,63,62,1956,8,Male,9 Mill Drive,Cocoa,FL,32926,28.37,-80.75,"$19,018 ","$12,796 ","$22,192 ",644,3
Livia Stewart,32,65,1987,8,Female,635 East Drive,Blackwell,OK,74631,36.8,-97.29,"$15,077 ","$30,737 ","$35,858 ",815,2
Achilles Schmidt,30,62,1989,12,Male,9207 Madison Boulevard,Germantown,MD,20876,39.17,-77.26,"$31,555 ","$64,340 ","$94,513 ",637,1
Brylee Price,50,74,1969,4,Female,818 12th Lane,Vincentown,NJ,8088,39.8,-74.62,"$28,433 ","$57,975 ","$34,570 ",773,4
Devin Roberts,30,67,1989,7,Male,774 Park Lane,Chilton,WI,53014,44.02,-88.16,"$19,382 ","$39,520 ","$53,896 ",772,1
Ashlyn Scott,59,68,1960,3,Female,5238 Park Street Apt. 10,Union City,NJ,7087,40.76,-74.03,"$16,770 ","$34,190 ","$39,242 ",810,7
Madison Neufelder,28,64,1991,10,Female,5225 Bayview Street,Los Angeles,CA,90007,34.02,-118.28,"$13,002 ","$26,513 ","$32,620 ",604,1
Adrianna Cook,78,66,1941,11,Female,3863 Pine Street Apt. 3,Valdosta,GA,31601,30.84,-83.27,"$12,672 ","$8,526 ","$3,723 ",684,3
Kyra Gao,40,63,1980,2,Female,5191 Grant Drive Apt. 6728,Mount Pleasant,NC,28124,35.4,-80.43,"$20,041 ","$40,867 ","$50,449 ",694,2
Oakley Taylor,34,62,1985,10,Male,801 River Street,Summerville,GA,30747,34.47,-85.34,"$14,514 ","$29,594 ","$47,766 ",792,1
Lorelai Brown,35,65,1984,3,Female,1496 Rose Street,Los Angeles,CA,90006,34.04,-118.29,"$11,395 ","$23,238 ","$31,661 ",611,2
Addison Faraday,49,68,1970,12,Female,9639 Third Boulevard,Monaca,PA,15061,40.68,-80.27,"$20,142 ","$41,071 ","$124,139 ",685,1
Winter Clark,65,62,1955,2,Female,230 Plum Avenue,O Fallon,MO,63366,38.78,-90.7,"$25,350 ","$17,056 ","$29,112 ",667,5
Lainey Brooks,36,66,1983,3,Female,1644 Park Avenue,Newark,DE,19711,39.67,-75.75,"$31,719 ","$64,672 ","$56,485 ",695,4
Kadence Morales,62,60,1957,6,Female,171 Catherine Lane Apt. 58,Clovis,CA,93612,36.81,-119.71,"$17,301 ","$26,975 ","$17,212 ",673,2
Camilla Bailey,30,65,1989,4,Female,2328 Little Creek Avenue,Philadelphia,PA,19133,39.95,-75.16,"$10,016 ","$20,424 ","$14,743 ",770,3
Deborah Clark,60,67,1959,10,Female,8179 Valley Stream Drive,Holly,MI,48442,42.79,-83.62,"$22,680 ","$46,244 ","$108,449 ",814,5
Perla Phillips,38,65,1981,11,Female,9324 Catherine Street Apt. 13,Arnold,MO,63010,38.42,-90.36,"$21,744 ","$44,334 ","$55,173 ",684,5
Magnus Brooks,63,68,1956,6,Male,547 West Drive,Port Chester,NY,10573,41,-73.66,"$35,269 ","$71,909 ","$44,190 ",712,3
Renee Williams,66,69,1953,5,Female,211 Valley Street,Mendham,NJ,7945,40.76,-74.59,"$91,180 ","$185,909 ","$461,854 ",621,5
Achilles Edwards,76,65,1943,7,Male,2012 Forest Avenue,Hickory,NC,28602,35.73,-81.32,"$17,850 ","$21,867 ","$21,103 ",759,2
Briar Gomez,40,61,1979,12,Female,1943 Birch Street,North Lawrence,OH,44666,40.84,-81.63,"$21,201 ","$43,229 ","$96,831 ",685,2
Layne Mitchell,64,64,1956,2,Male,106 Littlewood Drive Apt. 10,Houston,TX,77067,29.76,-95.38,"$15,401 ","$24,420 ","$14,460 ",685,1
Aubree Hill,54,66,1966,1,Female,2206 South Drive,Brooksville,FL,34601,28.55,-82.39,"$15,524 ","$31,655 ","$46,405 ",623,1
Collins Lewis,84,64,1936,1,Female,4819 Martin Luther King Drive Apt. 8,North Andover,MA,1845,42.7,-71.11,"$41,665 ","$66,745 ",$682 ,718,3
Keenan Allen,22,65,1997,4,Male,4932 South Boulevard,Moorhead,MN,56560,46.86,-96.75,"$20,214 ","$41,214 ","$130,538 ",763,1
Moshe Martin,49,64,1970,6,Male,5642 Bayview Avenue,Albuquerque,NM,87114,35.11,-106.62,"$24,403 ","$49,756 ","$70,744 ",705,1
Milan Faraday,66,63,1953,6,Male,5807 Lincoln Street Apt. 5,Warner Robins,GA,31093,32.61,-83.63,"$15,334 ","$28,104 ","$12,054 ",751,3
Mckenna Braun,54,68,1965,3,Female,336 Catherine Lane,Highland,MI,48357,42.63,-83.61,"$25,838 ","$52,680 ","$87,082 ",835,5
Aylin Myers,61,66,1958,3,Female,7360 Lexington Drive,Jeffersonville,KY,40337,37.96,-83.82,"$13,602 ","$27,733 ","$21,785 ",765,3
Brycen Adams,61,63,1959,2,Male,3270 Grant Avenue Apt. 88,Geneva,IN,46740,40.59,-84.95,"$10,493 ","$21,397 ","$54,771 ",812,4
Shiloh Martin,47,70,1972,10,Male,9070 West Street,Rancho Cucamonga,CA,91730,34.09,-117.58,"$24,603 ","$50,163 ","$97,188 ",761,4
Mckenna Wilson,25,69,1994,5,Female,309 River Avenue Apt. 70,Hancock,WI,54943,44.13,-89.52,"$13,210 ","$26,939 ","$69,587 ",752,1
Silas Kelly,52,69,1967,10,Male,653 Mill Street,Minneapolis,MN,55421,44.96,-93.26,"$20,662 ","$42,129 ","$101,742 ",758,4
Jewel Perry,48,66,1971,12,Female,33 North Avenue Apt. 342,Palisades Park,NJ,7650,40.84,-73.99,"$22,278 ","$45,422 ","$83,940 ",689,4
Alessandro Davis,37,66,1982,12,Male,550 Forest Street,Helena,MT,59601,46.51,-112.12,"$20,305 ","$41,401 ","$71,180 ",580,1
Abigail Morales,19,63,2000,6,Female,534 Second Lane,San Diego,CA,92126,32.88,-117.13,"$27,394 ","$55,854 ","$111,042 ",782,1
Nyla Fernandez,66,67,1953,11,Female,1426 Fifth Avenue,Strafford,NH,3884,43.32,-71.18,"$24,779 ","$50,523 ","$98,763 ",578,1
Melvin Brown,73,67,1946,3,Male,2834 West Street,Mobile,AL,36695,30.68,-88.04,"$25,381 ","$48,060 ","$17,440 ",581,3
Skyler Robinson,40,64,1979,10,Male,344 11th Street Apt. 5,Brownsville,TX,78520,25.92,-97.48,"$12,684 ","$25,861 ","$42,050 ",607,3
Monserrat Schmidt,29,66,1990,3,Female,685 Jefferson Avenue Apt. 5,Jersey City,NJ,7307,40.71,-74.06,"$21,916 ","$44,688 ","$88,092 ",716,3
Charli Neufelder,41,69,1979,1,Female,8676 River Avenue,Rosedale,NY,11422,40.66,-73.73,"$24,412 ","$49,776 ","$17,352 ",684,3
Owen Roman,21,62,1998,10,Male,5 Lafayette Avenue,Hudson,OH,44236,41.24,-81.45,"$42,201 ","$86,042 ","$165,447 ",701,2
Dane Morales,27,65,1993,1,Male,2282 Main Drive,Belleville,IL,62223,38.53,-90,"$23,778 ","$48,484 ","$63,561 ",775,4
Kaysen Baker,54,62,1965,5,Male,703 12th Street,Drums,PA,18222,41.01,-75.99,"$23,450 ","$47,814 ","$92,020 ",720,2
Tara Anwar,20,69,1999,8,Female,621 Fifth Boulevard Apt. 1,Baker,LA,70714,30.58,-91.15,"$17,440 ","$35,559 ","$59,164 ",672,2
Dallas Murphy,38,65,1981,7,Male,5661 Forest Avenue,Le Mars,IA,51031,42.78,-96.16,"$19,853 ","$40,478 ","$76,392 ",718,3
Brady Gomez,45,67,1974,3,Male,4391 Lexington Lane,Charlotte,NC,28215,35.19,-80.83,"$17,817 ","$36,323 ","$65,525 ",700,3
Luciana Faraday,34,66,1985,3,Female,404 Main Lane Apt. 3,Billings,MT,59102,45.76,-108.57,"$20,231 ","$41,249 ","$42,268 ",695,2
Guillermo Morales,62,61,1957,9,Male,641 Martin Luther King Avenue,Bernalillo,NM,87004,35.31,-106.55,"$15,966 ","$29,769 ","$14,542 ",693,3
Magdalena Gray,23,66,1996,3,Female,459 East Avenue Apt. 7,Atherton,CA,94027,37.44,-122.2,"$150,583 ","$307,018 ","$516,263 ",745,2
Erick Reed,20,66,1999,11,Male,1693 Spruce Street,Jackson,MI,49203,42.24,-84.4,"$17,783 ","$36,264 ","$99,582 ",725,1
Rosemary Sanders,36,69,1983,4,Female,478 East Drive,Scottsdale,AZ,85260,33.61,-111.89,"$36,300 ","$74,016 ","$85,204 ",702,2
Opal Ward,46,69,1973,12,Female,515 South Street,Cleveland,OH,44118,41.47,-81.67,"$27,250 ","$55,565 ","$34,039 ",731,2
Aden Ward,31,63,1988,6,Male,8486 Catherine Street,Blacksburg,VA,24060,37.23,-80.42,"$24,640 ","$50,242 ","$84,457 ",722,2
Brock Ramirez,43,67,1976,4,Male,881 Plum Street,Woodbine,NJ,8270,39.22,-74.8,"$22,697 ","$46,278 ","$51,243 ",791,4
Darren Turner,31,63,1988,5,Male,6692 Lake Street,Taylorsville,KY,40071,38.03,-85.34,"$21,444 ","$43,724 ","$53,853 ",514,1
Amia Leroux,18,66,2001,4,Female,724 Essex Drive,Louisville,KY,40207,38.22,-85.74,"$31,636 ","$64,504 ","$69,041 ",695,3
Edith Burns,42,67,1978,2,Female,66 Norfolk Avenue,Choctaw,OK,73020,35.48,-97.26,"$21,884 ","$44,624 ","$102,882 ",611,1
Stefan Thomas,49,58,1970,12,Male,469 Catherine Avenue,San Antonio,TX,78209,29.45,-98.5,"$36,852 ","$75,137 ","$175,263 ",631,1
Brantley Russell,70,65,1949,3,Male,6339 Lafayette Avenue,Carpinteria,CA,93014,34.39,-119.51,"$21,191 ","$36,724 ","$16,437 ",701,4
Lance Reyes,61,66,1958,4,Male,747 Rose Drive,Concord,NC,28027,35.4,-80.59,"$25,299 ","$51,581 ","$35,134 ",810,5
Dustin Williams,47,63,1972,11,Male,305 Elm Street Apt. 81,Franconia,NH,3580,44.22,-71.74,"$21,159 ","$43,144 ","$54,157 ",628,3
Josephine Chen,91,67,1929,1,Female,365 Mountain View Boulevard Apt. 363,Donaldsonville,LA,70346,30.09,-90.99,"$16,474 ","$27,150 ","$2,007 ",737,1
Simeon Flores,47,67,1972,5,Male,166 12th Street,Annandale,VA,22003,38.83,-77.21,"$30,622 ","$62,432 ","$95,799 ",741,5
Jovanni El-Mafouk,18,67,2001,11,Male,62 East Boulevard,Fontana,CA,92335,34.08,-117.46,"$13,739 ","$28,006 ","$19,518 ",703,2
Trey Jackson,62,65,1957,10,Male,8915 Sixth Avenue,Marietta,GA,30062,33.95,-84.54,"$33,093 ","$67,470 ","$93,795 ",804,6
Sarai Brown,18,75,2002,1,Female,76 Federal Avenue,Manhattan,KS,66503,39.19,-96.59,"$25,658 ","$52,315 ","$109,513 ",774,4
Joyce Fisher,20,73,1999,8,Female,6030 Third Lane Apt. 76,Attleboro,MA,2703,41.93,-71.29,"$26,693 ","$54,424 ","$92,199 ",687,1
Rylan Morgan,22,66,1997,7,Male,90072 George Drive,Mulvane,KS,67110,37.48,-97.24,"$22,195 ","$45,254 ","$75,758 ",850,2
Hannah Adams,34,68,1985,7,Female,90 El Camino Avenue,Buffalo,NY,14210,42.88,-78.85,"$15,461 ","$31,525 ","$57,818 ",686,2
Amiya Davis,44,67,1975,3,Female,5380 12th Boulevard,Hot Springs National Park,AR,71913,34.5,-93.05,"$15,857 ","$32,330 ","$97,190 ",835,4
Griffin King,30,74,1989,9,Male,7154 Lafayette Drive,Las Cruces,NM,88005,32.33,-106.75,"$16,670 ","$33,993 ","$45,149 ",602,4
Paulina Jones,40,70,1979,7,Female,903 Norfolk Boulevard,Mobile,AL,36610,30.68,-88.04,"$9,284 ","$18,935 ","$43,928 ",658,3
Haley Sanders,73,60,1946,8,Female,658 Plum Avenue Apt. 7,Fort Lauderdale,FL,33309,26.14,-80.13,"$21,084 ","$42,593 ","$16,083 ",703,2
Ronan Morgan,21,72,1998,6,Male,21 Birch Drive,Saint Louis,MO,63119,38.63,-90.24,"$31,909 ","$65,058 ","$157,708 ",746,1
Lainey Taylor,50,71,1969,7,Female,312 Burns Boulevard,Chesapeake,VA,23321,36.67,-76.3,"$24,312 ","$49,570 ","$43,645 ",752,5
Alora White,47,65,1972,12,Female,112 Elm Avenue Apt. 844,North Hollywood,CA,91606,34.18,-118.39,"$16,892 ","$34,441 ",$907 ,725,4
Bailee Labelle,30,65,1989,7,Female,352 Hill Lane,Vancouver,WA,98663,45.65,-122.66,"$20,649 ","$42,101 ","$70,460 ",685,1
Kelsey Burns,71,69,1949,1,Female,836 Summit Boulevard Apt. 1677,Candor,NY,13743,42.23,-76.34,"$18,323 ","$40,516 ","$6,908 ",698,5
Curtis Roman,33,71,1986,11,Male,87 Ocean Avenue,Dearborn,MI,48126,42.31,-83.21,"$11,773 ","$24,009 ","$19,085 ",811,4
Elijah Wilson,33,66,1987,2,Male,515 Spruce Boulevard,Wyoming,MI,49519,42.89,-85.72,"$18,431 ","$37,579 ","$59,201 ",710,2
Leighton Cook,53,68,1967,2,Female,9458 Park Boulevard,El Cajon,CA,92021,32.84,-116.88,"$20,673 ","$42,152 ","$55,576 ",751,1
Zoe Adams,63,72,1956,7,Female,457 Summit Lane,Parma,MO,63870,36.61,-89.81,"$11,636 ","$23,725 ","$47,647 ",710,5
Joanna Harris,21,69,1998,9,Female,89 Oak Lane,Buffalo,NY,14215,42.88,-78.85,"$14,456 ","$29,475 ","$48,741 ",722,1
Adalyn Sanchez,82,68,1937,5,Female,6577 Catherine Lane,Santa Barbara,CA,93101,34.41,-119.7,"$23,071 ","$34,903 ","$1,336 ",630,1
Quincy Fox,39,67,1980,5,Male,9995 Pine Avenue,Middletown,OH,45042,39.5,-84.37,"$19,293 ","$39,336 ","$43,747 ",690,3
Chloe Nguyen,32,74,1987,5,Female,412 Fifth Boulevard,New York,NY,10002,40.71,-73.99,"$19,744 ","$40,256 ",$0 ,719,2
Marcus Ramirez,18,65,2002,2,Male,6039 Valley Stream Street,Petaluma,CA,94954,38.23,-122.56,"$26,752 ","$54,547 ","$92,901 ",751,1
Harmoni Fox,54,66,1965,5,Female,2855 Sixth Avenue,Naperville,IL,60565,41.76,-88.15,"$41,979 ","$85,596 ","$159,101 ",618,1
Douglas Abe,37,66,1982,6,Male,300 West Avenue Apt. 4,Cullman,AL,35055,34.17,-86.83,"$17,198 ","$35,060 ","$39,104 ",724,2
Vicente Gao,69,70,1951,2,Male,5844 Littlewood Street Apt. 6007,Wagoner,OK,74477,35.95,-95.38,"$15,195 ","$30,983 ","$10,019 ",757,5
Darian Lonsdale,55,67,1964,10,Male,22 First Boulevard,East Peoria,IL,61611,40.67,-89.54,"$22,416 ","$45,707 ","$113,194 ",715,3
Gwendolyn Rogers,43,60,1976,11,Female,429 Grant Boulevard,Elmer,NJ,8318,39.59,-75.17,"$24,417 ","$49,788 ","$83,932 ",690,3
Galilea Clark,69,67,1950,12,Female,829 Mill Boulevard,Manassas,VA,20109,38.74,-77.48,"$24,016 ","$50,753 ","$20,226 ",698,4
Eileen Chen,88,67,1931,9,Female,336 North Street Apt. 3,Cincinnati,OH,45224,39.09,-84.51,"$18,959 ","$16,296 ",$667 ,838,7
Daniel Martinez,21,62,1998,8,Male,894 Catherine Boulevard,Fort Plain,NY,13339,42.93,-74.62,"$15,242 ","$31,077 ","$89,659 ",789,5
Daleyza Campbell,27,65,1992,6,Female,444 Forest Boulevard,Holland,MI,49423,42.77,-86.1,"$18,877 ","$38,487 ","$28,032 ",773,4
Jayla Jenkins,59,66,1960,12,Female,26 Martin Luther King Drive,Houston,TX,77081,29.76,-95.38,"$15,862 ","$32,347 ","$82,667 ",784,7
Reina Cox,37,66,1982,4,Female,48190 Plum Drive Apt. 23,Lavallette,NJ,8735,39.96,-74.06,"$19,848 ","$40,470 ","$41,938 ",731,5
Conner Harris,49,63,1970,8,Male,6427 Martin Luther King Drive,Syracuse,NY,13210,43.04,-76.14,"$18,649 ","$38,028 ","$79,101 ",831,4
Angela Jenkins,83,64,1936,4,Female,9915 Burns Lane,Dover,DE,19901,39.15,-75.51,"$17,634 ","$25,567 ","$1,001 ",665,3
Lorenzo Thomas,33,65,1987,1,Male,97542 Hillside Lane,Liverpool,NY,13090,43.1,-76.21,"$25,429 ","$51,848 ","$86,951 ",692,1
Finnegan Campbell,48,63,1971,8,Male,7944 Hill Lane Apt. 7,Lagrange,IN,46761,41.64,-85.41,"$14,263 ","$29,081 ","$56,301 ",655,3
Yusuf Rivera,34,68,1985,9,Male,2066 Ninth Lane,Willowbrook,IL,60527,41.8,-87.92,"$45,307 ","$92,375 ","$156,949 ",712,5
Amber Masvidal,31,65,1988,10,Female,5295 Pine Street,Marietta,GA,30067,33.95,-84.54,"$30,747 ","$62,692 ","$50,290 ",698,2
Emory Lopez,58,62,1961,10,Male,2130 Valley Stream Lane Apt. 779,Salt Lake City,UT,84120,40.69,-111.99,"$17,276 ","$35,229 ","$60,945 ",724,2
Halle Rivera,40,58,1979,3,Female,73 Oak Street,Dallas,TX,75206,32.79,-96.76,"$37,234 ","$75,918 ","$94,579 ",759,2
Tinley Watson,39,66,1980,11,Female,364 12th Drive Apt. 2,Tacoma,WA,98445,47.13,-122.4,"$20,345 ","$41,483 ","$64,098 ",721,2
Samara Young,50,60,1969,7,Female,4704 Essex Boulevard,Piedmont,CA,94620,37.77,-122.21,"$26,391 ","$53,810 ","$78,986 ",637,1
Angelica Long,26,72,1994,1,Female,189 Washington Street Apt. 3774,Trinity,NC,27370,35.88,-80.01,"$18,657 ","$38,036 ",$0 ,743,3
Nathaniel Lopez,20,65,1999,9,Male,9895 El Camino Boulevard,Buzzards Bay,MA,2532,41.75,-70.61,"$23,909 ","$48,747 ","$171,249 ",713,3
Isabella Young,29,67,1990,8,Female,225 Lake Boulevard,Farmington,MI,48331,42.46,-83.37,"$36,817 ","$75,070 ","$161,525 ",723,1
August Braun,42,72,1977,8,Male,331 Oak Lane,Antioch,CA,94531,37.96,-121.76,"$28,733 ","$58,584 ","$99,235 ",563,2
Gloria Wright,53,66,1966,10,Female,1132 Hill Street,Boone,NC,28607,36.2,-81.66,"$19,604 ","$39,974 ","$77,967 ",644,2
Aarav Farhad,48,64,1971,8,Male,6035 Forest Avenue,Bronx,NY,10460,40.84,-73.87,"$13,461 ","$27,447 ","$80,850 ",673,5
Blaire Wright,32,68,1987,6,Female,9384 Ocean Avenue,Bartlesville,OK,74003,36.73,-95.94,"$16,453 ","$33,548 ","$31,183 ",693,2
Raul Gao,23,74,1996,7,Male,613 First Boulevard,Saint Clairsville,OH,43950,40.07,-80.89,"$20,697 ","$42,200 ","$28,557 ",769,2
Jessie Parker,18,65,2001,9,Female,141 Sixth Boulevard,Cochran,GA,31014,32.38,-83.35,"$16,413 ","$33,459 ","$37,753 ",705,3
Joseph Schmidt,78,66,1941,9,Male,6283 Rose Avenue,Chantilly,VA,20152,38.87,-77.4,"$46,175 ","$113,514 ","$16,524 ",727,8
Paris Powell,38,65,1982,2,Female,8 Hillside Lane,Colcord,OK,74338,36.26,-94.69,"$12,517 ","$25,524 ","$69,401 ",759,3
Zayden Brown,50,67,1969,3,Male,655 George Boulevard,Laguna Beach,CA,92651,33.55,-117.78,"$69,236 ","$141,161 ",$0 ,773,3
Kaylin Foster,32,66,1987,5,Female,52292 East Street,Baltimore,MD,21224,39.3,-76.61,"$26,431 ","$53,890 ","$252,106 ",656,4
Gerardo Gonzalez,60,65,1959,12,Male,575 Bayview Lane,Franklin,TN,37067,35.92,-86.84,"$36,563 ","$74,550 ","$37,427 ",687,4
Greta Turner,81,69,1938,3,Female,44 Valley Boulevard,Pottsboro,TX,75076,33.77,-96.67,"$20,874 ","$32,669 ","$1,433 ",755,5
Allan Davis,54,68,1965,8,Male,420 Oak Drive Apt. 1,Peckville,PA,18452,41.47,-75.57,"$18,432 ","$37,579 ",$0 ,742,5
Randall Parker,53,66,1966,12,Male,3512 Forest Street,Mount Vernon,NY,10552,40.91,-73.82,"$34,646 ","$70,634 ","$155,651 ",682,4
Kyng El-Mafouk,51,68,1968,10,Male,207 Ocean View Street,Berkeley Heights,NJ,7922,40.67,-74.42,"$53,790 ","$109,673 ","$242,379 ",505,1
Liana Jones,46,66,1973,9,Female,3276 Maple Street,Waukegan,IL,60085,42.37,-87.86,"$15,770 ","$32,150 ","$47,179 ",717,6
Ethan Smith,42,68,1978,2,Male,9141 Ocean View Lane,Riverside,IA,52327,41.48,-91.57,"$22,308 ","$45,475 ","$68,358 ",698,3
Elsa Lee,38,65,1981,12,Female,354 Federal Street,Cleveland,OH,44120,41.47,-81.67,"$21,402 ","$43,634 ","$73,037 ",786,3
Cooper Labelle,23,66,1996,9,Male,8373 Birch Boulevard Apt. 30,New York,NY,10034,40.71,-73.99,"$18,525 ","$37,769 ","$1,412 ",742,2
Matthew Murphy,74,61,1945,11,Male,316 Grant Drive Apt. 2,Beaverdam,VA,23015,37.94,-77.65,"$25,937 ","$24,545 ","$22,488 ",753,2
